"Location","nation","Country","gender","field_research","Country_work","PhD_Year","what_participant_group"
"Alberta","Canada","Canada","Male","Engineering","Canada","2005","Senior academic researcher with >10 years of experience applying for research grants"
"British Columbia","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1988","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1989","Senior academic researcher with >10 years of experience applying for research grants"
"Alberta","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Japan","Canada","Japan","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2004","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Natural Science","Canada","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Female","Medicine and Life Science","Canada","1993","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2006","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Male","Engineering","Canada","2012","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Nova Scotia","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1973","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1998","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1992","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Male","Natural Science","Canada","2003","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"British Columbia","Canada","Canada","Female","Natural Science","Canada","2013","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"","Canada","","Male","Natural Science","Canada","1991","Senior academic researcher with >10 years of experience applying for research grants"
"India","Canada","India","Male","Interdisciplinary Science","Canada","2000","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Natural Science","Canada","I did not complete a PhD","Non-academic researcher conducting or managing research in industry or government with >10 years of experience"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","1973","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Interdisciplinary Science","Canada","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Illinois","Canada","United States","Male","Natural Science","Canada","1991","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Medicine and Life Science","Canada","2000","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1987","Senior academic researcher with >10 years of experience applying for research grants"
"British Columbia","Canada","Canada","Male","Engineering","Canada","1984","Senior academic researcher with >10 years of experience applying for research grants"
"Alberta","Canada","Canada","Female","Medicine and Life Science","Canada","1999","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2001","Senior academic researcher with >10 years of experience applying for research grants"
"Alberta","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1994","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Male","Natural Science","Canada","2000","Senior academic researcher with >10 years of experience applying for research grants"
"British Columbia","Canada","Canada","Male","Natural Science","Canada","1995","Senior academic researcher with >10 years of experience applying for research grants"
"Ethiopia","Canada","Ethiopia","Male","Engineering","Canada","","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Male","Medicine and Life Science","Canada","1998","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Male","Medicine and Life Science","Canada","2001","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Engineering","Canada","2001","Senior academic researcher with >10 years of experience applying for research grants"
"Italy","Canada","Italy","Male","Natural Science","Canada","1977","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Female","Natural Science","Canada","1997","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1979","Senior academic researcher with >10 years of experience applying for research grants"
"Finland","Canada","Finland","Male","Natural Science","Canada","1991","Senior academic researcher with >10 years of experience applying for research grants"
"New Brunswick","Canada","Canada","Male","Natural Science","Canada","2010","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Serbia","Serbia","Serbia","Female","Medicine and Life Science","Serbia","2004","Senior academic researcher with >10 years of experience applying for research grants"
"Greece","Canada","Greece","Female","Natural Science","Canada","1994","Senior academic researcher with >10 years of experience applying for research grants"
"Switzerland","Canada","Switzerland","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1983","Senior academic researcher with >10 years of experience applying for research grants"
"Nova Scotia","Canada","Canada","Male","Interdisciplinary Science","Canada","2006","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Newfoundland and Labrador","Canada","Canada","Male","Natural Science","Canada","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"France","Canada","France","Female","Natural Science","Canada","1998","Senior academic researcher with >10 years of experience applying for research grants"
"Newfoundland and Labrador","Canada","Canada","Male","Natural Science","Canada","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"","Canada","","Male","Natural Science","Canada","1986","Senior academic researcher with >10 years of experience applying for research grants"
"France","Canada","France","Female","Interdisciplinary Science","Canada","1986","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Natural Science","Canada","1997","Senior academic researcher with >10 years of experience applying for research grants"
"Nova Scotia","Canada","Canada","Female","Interdisciplinary Science","Canada","1998","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2003","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"","Canada","","Male","Medicine and Life Science","Canada","1997","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2001","Senior academic researcher with >10 years of experience applying for research grants"
"Newfoundland and Labrador","Canada","Canada","Male","Natural Science","Canada","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Engineering","Canada","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"British Columbia","Canada","Canada","Male","Engineering","Canada","1994","Senior academic researcher with >10 years of experience applying for research grants"
"Brazil","Canada","Brazil","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1998","Senior academic researcher with >10 years of experience applying for research grants"
"Nova Scotia","Canada","Canada","Male","Natural Science","Canada","1989","Senior academic researcher with >10 years of experience applying for research grants"
"Newfoundland and Labrador","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2001","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Male","Natural Science","Canada","2004","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","1999","Senior academic researcher with >10 years of experience applying for research grants"
"Nova Scotia","Canada","Canada","Male","Natural Science","Canada","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2016","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"Ontario","Canada","Canada","Female","Natural Science","Canada","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Female","Interdisciplinary Science","Canada","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2010","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","2001","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1990","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2005","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Uruguay","Uruguay","Uruguay","Female","Natural Science","Uruguay","2012","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"","Canada","","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1999","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Natural Science","Canada","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","1996","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Engineering","Canada","1984","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1998","Senior academic researcher with >10 years of experience applying for research grants"
"Germany","Canada","Germany","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2001","Senior academic researcher with >10 years of experience applying for research grants"
"Alberta","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2010","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Netherlands","Canada","Netherlands","Male","Natural Science","Canada","1982","Senior academic researcher with >10 years of experience applying for research grants"
"Alberta","Canada","Canada","Male","Engineering","Canada","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1999","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Engineering","Canada","1986","Senior academic researcher with >10 years of experience applying for research grants"
"Alberta","Canada","Canada","Female","Medicine and Life Science","Canada","1992","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2006","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Greece","Canada","Greece","Male","Natural Science","Canada","","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1990","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Natural Science","Canada","1987","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Female","Natural Science","Canada","2007","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"Ontario","Canada","Canada","Male","Engineering","Canada","1986","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","2005","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Female","Natural Science","Canada","1986","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Medicine and Life Science","Canada","2006","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1992","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Medicine and Life Science","Canada","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Male","Engineering","Canada","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Newfoundland and Labrador","Canada","Canada","Male","Engineering","Canada","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Natural Science","Canada","1979","Senior academic researcher with >10 years of experience applying for research grants"
"New Brunswick","Canada","Canada","Male","Natural Science","Canada","1972","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2000","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1994","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Male","Natural Science","Canada","2006","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","Canada","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","1981","Senior academic researcher with >10 years of experience applying for research grants"
"Nova Scotia","Canada","Canada","Male","Medicine and Life Science","Canada","1984","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","1987","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Engineering","Canada","2012","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"British Columbia","Canada","Canada","Female","Interdisciplinary Science","Canada","I did not complete a PhD","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"British Columbia","Canada","Canada","Female","Natural Science","Canada","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Natural Science","Canada","2000","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Natural Science","Canada","1972","Senior academic researcher with >10 years of experience applying for research grants"
"Alberta","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1997","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Interdisciplinary Science","Canada","2000","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Engineering","Canada","1996","Senior academic researcher with >10 years of experience applying for research grants"
"Alberta","Canada","Canada","Male","Medicine and Life Science","Canada","1983","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2001","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Natural Science","Canada","2006","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","1982","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Female","Natural Science","Canada","I did not complete a PhD","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1993","Senior academic researcher with >10 years of experience applying for research grants"
"Newfoundland and Labrador","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1971","Senior academic researcher with >10 years of experience applying for research grants"
"Manitoba","Canada","Canada","Male","Natural Science","Canada","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Engineering","Canada","1986","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Engineering","Canada","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Female","Medicine and Life Science","Canada","1986","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Male","Natural Science","Canada","1995","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Natural Science","Canada","2002","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Natural Science","Canada","2010","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Female","Medicine and Life Science","Canada","I did not complete a PhD","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Nova Scotia","Canada","Canada","Female","Natural Science","Canada","2002","Senior academic researcher with >10 years of experience applying for research grants"
"Alberta","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1987","Senior academic researcher with >10 years of experience applying for research grants"
"Brazil","Brazil","Brazil","Male","Natural Science","Brazil","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"British Columbia","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1979","Senior academic researcher with >10 years of experience applying for research grants"
"British Columbia","Canada","Canada","Male","Engineering","Canada","1998","Senior academic researcher with >10 years of experience applying for research grants"
"Nova Scotia","Canada","Canada","Female","Natural Science","Canada","2012","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Natural Science","Canada","1986","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","1993","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Engineering","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Newfoundland and Labrador","Canada","Canada","Male","Natural Science","Canada","2004","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Male","Natural Science","Canada","1998","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","1992","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Engineering","Canada","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Male","Engineering","Canada","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","1987","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","2001","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"","Canada","","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1981","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Engineering","Canada","1997","Senior academic researcher with >10 years of experience applying for research grants"
"Uruguay","Uruguay","Uruguay","Male","Interdisciplinary Science","Uruguay","1993","Senior academic researcher with >10 years of experience applying for research grants"
"Alberta","Canada","Canada","Male","Engineering","Canada","2006","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"British Columbia","Canada","Canada","Female","Medicine and Life Science","Canada","1979","Senior academic researcher with >10 years of experience applying for research grants"
"New Hampshire","Canada","United States","Female","Natural Science","Canada","2006","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Natural Science","Canada","1992","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Male","Natural Science","Canada","1999","Senior academic researcher with >10 years of experience applying for research grants"
"British Columbia","Canada","Canada","Male","Medicine and Life Science","Canada","1997","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1998","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Natural Science","Canada","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","I did not complete a PhD","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2001","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Female","Medicine and Life Science","Canada","1979","Senior academic researcher with >10 years of experience applying for research grants"
"British Columbia","Canada","Canada","Male","Natural Science","Canada","2004","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Germany","Germany","Germany","Male","Physical Science (eg. math, physics, chemistry, computer science)","","1987","Senior academic researcher with >10 years of experience applying for research grants"
"Germany","Canada","Germany","Male","Natural Science","Canada","1983","Senior academic researcher with >10 years of experience applying for research grants"
"Spain","Canada","Spain","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1980","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","Canada","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1990","Senior academic researcher with >10 years of experience applying for research grants"
"Germany","Canada","Germany","Male","Natural Science","Canada","2002","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Italy","Canada","Italy","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1987","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","Canada","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1995","Senior academic researcher with >10 years of experience applying for research grants"
"Nova Scotia","Canada","Canada","Male","Natural Science","Canada","2002","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Maine","Canada","United States","Male","Engineering","Canada","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","1992","Senior academic researcher with >10 years of experience applying for research grants"
"","Canada","","Male","Interdisciplinary Science","Canada","1996","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Natural Science","Canada","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Germany","Canada","Germany","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1999","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Natural Science","Canada","1991","Senior academic researcher with >10 years of experience applying for research grants"
"Switzerland","Canada","Switzerland","Female","Medicine and Life Science","Canada","2013","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Male","Engineering","Canada","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Engineering","Canada","1993","Senior academic researcher with >10 years of experience applying for research grants"
"Nova Scotia","Canada","Canada","Female","Natural Science","Canada","1976","Senior academic researcher with >10 years of experience applying for research grants"
"Manitoba","Canada","Canada","Female","Interdisciplinary Science","Canada","2000","Senior academic researcher with >10 years of experience applying for research grants"
"Manitoba","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2004","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Male","Natural Science","Canada","2004","Senior academic researcher with >10 years of experience applying for research grants"
"Manitoba","Canada","Canada","Female","Natural Science","Canada","1972","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","Canada","United Kingdom","Female","Social Science / Humanities","Canada","2006","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Nova Scotia","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1979","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Medicine and Life Science","Canada","2010","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Female","Natural Science","Canada","1983","Senior academic researcher with >10 years of experience applying for research grants"
"Manitoba","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Male","Natural Science","Canada","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Natural Science","Canada","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"Quebec","Canada","Canada","Female","Engineering","Canada","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Natural Science","Canada","2001","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2014","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"","Canada","","Male","Natural Science","Canada","1986","Senior academic researcher with >10 years of experience applying for research grants"
"Spain","Canada","Spain","Male","Natural Science","Canada","1979","Senior academic researcher with >10 years of experience applying for research grants"
"Nova Scotia","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1994","Senior academic researcher with >10 years of experience applying for research grants"
"New Brunswick","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2014","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Natural Science","Canada","1990","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"New Brunswick","Canada","Canada","Male","Medicine and Life Science","Canada","2008","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"New Brunswick","Canada","Canada","Male","Medicine and Life Science","Canada","2006","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Male","Medicine and Life Science","Canada","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Nunavut","Canada","Canada","Female","Natural Science","Canada","1999","Senior academic researcher with >10 years of experience applying for research grants"
"Nova Scotia","Canada","Canada","Male","Natural Science","Canada","1997","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Interdisciplinary Science","Canada","I did not complete a PhD","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Social Science / Humanities","Canada","1978","Senior academic researcher with >10 years of experience applying for research grants"
"Nova Scotia","Canada","Canada","Male","Social Science / Humanities","Canada","2009","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Male","Engineering","Canada","1983","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Natural Science","Canada","1999","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Natural Science","Canada","2004","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Engineering","Canada","2004","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","2014","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1994","Senior academic researcher with >10 years of experience applying for research grants"
"New Brunswick","Canada","Canada","Male","Medicine and Life Science","Canada","1992","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Female","Social Science / Humanities","Canada","2015","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Ontario","Canada","Canada","Male","Medicine and Life Science","Canada","1995","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Engineering","Canada","1999","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Female","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1997","Senior academic researcher with >10 years of experience applying for research grants"
"France","Canada","France","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1994","Senior academic researcher with >10 years of experience applying for research grants"
"New Brunswick","Canada","Canada","Male","Natural Science","Canada","2000","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Social Science / Humanities","Canada","2004","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"Quebec","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1985","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Natural Science","Canada","1986","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1981","Senior academic researcher with >10 years of experience applying for research grants"
